Year,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2009,2008
Payout,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Plow Back,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
Return on Equity,-95.16,93.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1774.37,-127.93
Return on Assets,-14.17,11.85,-14.30,-11.79,-6.24,-18.03,-18.36,-17.35,-18.36,-11.66,-10.04,-13.51
Book Value per Share,7.70,7.03,-21.55,-22.83,-14.51,-23.85,-23.46,-18.26,-13.33,-7.99,0.18,3.45
Earning Per Share,-7.33,6.59,-7.92,-5.56,-2.96,-5.24,-5.55,-4.92,-5.34,-3.58,-3.27,-4.72
Net Working Capital to Total Asseets,-0.12,-0.13,-0.85,-0.84,-0.76,-1.18,-1.01,-1.00,-0.74,-0.53,-0.27,-0.12
Current Ratio,0.49,0.55,0.15,0.21,0.21,0.19,0.22,0.20,0.25,0.32,0.41,0.58
Acid Test,0.19,0.23,0.07,0.14,0.16,0.14,0.13,0.10,0.15,0.22,0.30,0.38
Times Interest Earned,-0.67,4.81,-3.11,-1.92,-0.49,-2.07,-3.85,-23.06,-28.12,-24.38,-0.72,-1.44
Total Debt Ratio,0.85,0.87,1.39,1.48,1.31,1.82,1.78,1.64,1.46,1.26,0.99,0.89
Debt To Equity,5.72,6.91,-3.57,-3.07,-4.26,-2.22,-2.29,-2.55,-3.18,-4.84,175.80,8.47
Return on Capital Employed,-0.07,0.21,-31.67,1.17,-0.47,0.26,0.49,0.66,-8.57,-0.60,-0.11,-0.15
Average Collection Period,14.10,24.12,40.32,33.86,25.82,23.45,19.39,7.63,3.27,8.48,0.00,0.00
Days sales Inventory,262.43,95.46,84.68,63.72,36.82,32.44,94.09,235.68,63.22,75.40,47.15,81.98
Total Assets Turnover,0.06,0.30,0.25,0.40,0.52,0.78,0.37,0.05,0.40,0.27,0.37,0.18
Gross Profit Margin,-65.34,-21.57,-36.45,-15.19,-0.53,-13.43,-32.60,-257.96,-39.90,-45.51,-7.41,-42.55
Net Profit Margin,-234.73,39.19,-57.52,-29.21,-11.94,-23.25,-49.30,-321.33,-45.91,-43.87,-27.07,-75.37
